,id,_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16,_17,_18,_19,_20,_21,_22,_23,_24,_25,_26,_27,_28,_29,_30,_31,_32,_33,_34,_35,_36,_37,_38,_39,_40,_41,_42,_43,_44,_45,_46,_47,_48,_49,_50,_51,_52,_53,_54,_55,_56,_57,_58,_59,_60,_61,_62,_63,_64,_65,_66,_67,_68,_69,_70,_71,_72,_73,_74,_75,_76,_77,_78,_79,_80,_81,_82,_83,_84,_85,_86,_87,_88,_89,_90,_91,_92,_93,_94,_95,_96,_97,_98,_99,_100,principal_component_1,principal_component_2,principal_component_3,principal_component_4,principal_component_5,principal_component_6,principal_component_7,principal_component_8,principal_component_9,principal_component_10,principal_component_11,principal_component_12,principal_component_13,principal_component_14,principal_component_15,principal_component_16,principal_component_17,principal_component_18,principal_component_19,principal_component_20,principal_component_21,principal_component_22,moisture,fat,protein,43_50,_43_smooth,_50_smooth,43_50_ratio,43_50_smooth
id,1.0,0.03689451528036287,0.03687647673395356,0.036881738755552895,0.03690556795224482,0.0369575814456297,0.03704114875734012,0.03716690848095694,0.037339784455415644,0.03755868560211841,0.037835348170456765,0.03815832422234798,0.03854017122514045,0.038992510016604504,0.039517123119571944,0.040119128337508914,0.04081153512357513,0.041610032513497326,0.042523465387647265,0.043515942442022636,0.04456126766654026,0.0456356104982855,0.046672066402210874,0.04761034421421534,0.04842314621428967,0.049136679944266404,0.049808429421701474,0.05055634473895997,0.051489563084916944,0.052670048897443596,0.05409579570138617,0.05571990397045545,0.05744131228399673,0.0591389167447649,0.060728565544713335,0.062219610167007375,0.06371124710767052,0.065351036369409,0.06704590730230606,0.06863637437951178,0.06997012951148544,0.0708810183397961,0.07123082477648451,0.07090000206671736,0.06988544086227096,0.06834012965348152,0.06655830423849897,0.06489592839793522,0.06386072492441028,0.06347682039548046,0.06373688075945226,0.06456953772199933,0.0658559106707384,0.06740519794419185,0.06902432297509427,0.07052774088774393,0.07171178638620976,0.07252460488974367,0.0729380062676197,0.07310334685380618,0.07318197559764804,0.07326066749805667,0.07338721339980632,0.07349458298950676,0.07355387911120692,0.07357096826301233,0.07356202669374882,0.07358168267334944,0.07357973572336016,0.07354616055839183,0.0734954926757075,0.07348924551810944,0.0735256493024964,0.07354871053408542,0.07354755306270633,0.07357348114830443,0.073625677740691,0.07366921505457927,0.07372465889316418,0.07382173551674967,0.07394560638847335,0.07410116988143889,0.07427583786309018,0.07442796045955755,0.07454461661015745,0.07458465465663376,0.07451017666279319,0.07432370706066478,0.07404830665578144,0.07375440773276189,0.07349630067854958,0.07331891266990793,0.07321422662670962,0.07311909870165492,0.07298918909997801,0.07281112483799493,0.07258261079124347,0.07228207465641141,0.0718593224998602,0.07129993678629425,0.07060729692334201,0.06497780475675129,-0.11121265173200771,-0.04509940397302046,-0.14450817033872593,-0.09021867525800392,-0.0011598615117467937,0.03392854967181244,0.07023881145512008,-0.2823446102764882,0.002286711012979248,-0.023480182930087926,0.02120767377033007,0.039058048980235356,-0.0033839473559247714,-0.10933468616153659,-0.09532839137594756,0.06251610178831982,-0.04311528063607824,-0.11717563840466118,0.07650419264616033,0.05259114751341127,0.060045375939094495,-0.15409812153775257,0.16800956512396586,-0.08552805120504291,0.08469937547518429,0.0706774023123332,0.06393258484264235,0.10734137090394213,0.08168964227612231
_1,0.03689451528036287,1.0,0.999991289729438,0.9999666414445101,0.9999280823524416,0.9998777485654049,0.999817878489279,0.9997508103203081,0.9996786430321625,0.9996025760867044,0.9995246247432208,0.9994454378526398,0.9993649340626835,0.9992831641022478,0.9991989844266408,0.9991095840668869,0.9990096495010428,0.9988936530482746,0.9987549957005833,0.9985847948966894,0.9983754268521782,0.9981259931523897,0.9978476475786673,0.9975596514539575,0.997279275490195,0.9970106994126283,0.9967376033290134,0.9964216184602778,0.9960099548005816,0.995453280260082,0.9947084243207881,0.9937644062274903,0.9926590870668933,0.9914684548550095,0.9902616207640919,0.9890514538388652,0.9877926634148901,0.986441755633665,0.9850453629582805,0.983744595423235,0.9827535607883194,0.982314049658787,0.9826163742724382,0.9836885575719821,0.9853465361666934,0.9872344826893019,0.9889532258193903,0.990198988172952,0.9908121750197433,0.9907935616193816,0.9901741672904074,0.9889719059063529,0.9872197162831368,0.9850032921541969,0.9825268409389462,0.9800715555532532,0.9778860567842718,0.9760879912557909,0.9746813038051186,0.9735282420392477,0.9725463621424412,0.9716710240628891,0.970855573634816,0.9701119200061713,0.9694462309405928,0.9688685882268305,0.968388436587876,0.9679696639553934,0.9676217041576929,0.9673397764310596,0.967132677930603,0.9669632985971967,0.9668189615404452,0.9667084035503772,0.9666201202481649,0.9665626591797387,0.9665172067096367,0.9664728791999065,0.966419081118936,0.9663243754978817,0.9661917353408719,0.9660314039219997,0.965834366870597,0.9656105680154432,0.9653760763957546,0.9651830045445459,0.9650514347070626,0.9649610219430864,0.9648687451211749,0.9647256118055311,0.9644862442662616,0.9641479568241696,0.9637283645155761,0.9632622254191239,0.9627796733564147,0.9623022922447283,0.9618580152339923,0.9614773512571262,0.9611968629620763,0.9610193498201387,0.960912215999832,0.9864016604985149,0.13216198145565222,0.12379604874199547,-0.0019976191040509974,-0.03895813776794028,0.045300084678490574,-0.015226227068731474,0.09065749999937114,-0.014527917862445531,0.0478130304330995,0.07975300892483568,0.15931997540570425,-0.28471670248633735,-0.911942353616332,-0.9397352121317759,-0.9319374204123503,-0.8620685872401549,0.48350688759421784,-0.8665835179277184,0.9807928529588645,0.9424054964871096,0.987540532641721,-0.42999916963166307,0.40211648084235646,-0.21912920893133908,0.2861142451039094,0.9839249242805665,0.9900524075681967,0.5439156891279977,0.2795485724407087
_2,0.03687647673395356,0.999991289729438,1.0,0.9999920163163089,0.9999694004033625,0.9999342209146281,0.9998886363893468,0.9998348833930473,0.9997749948276546,0.9997102041169372,0.9996423774450848,0.9995722050396556,0.9994995943799114,0.9994244500708092,0.9993454719113631,0.9992597371761229,0.9991620383718701,0.9990469195150603,0.9989077157652683,0.998735662807484,0.998523375445096,0.9982705493876918,0.9979891287476887,0.9976990407596379,0.9974177527216133,0.9971489940286564,0.9968756433678034,0.9965581039544219,0.9961424912037993,0.9955787058805307,0.9948234385119477,0.9938664580880068,0.9927470632496543,0.9915425616210498,0.990322521153137,0.9890991551250171,0.9878260887328526,0.9864592092234858,0.9850456831358466,0.9837279234528897,0.9827217566991546,0.9822709385309987,0.9825674706402631,0.9836399728779405,0.985303505132351,0.9871998102558212,0.9889264160640221,0.9901763194762206,0.9907869949172798,0.9907582103814342,0.9901204137824439,0.9888916828551745,0.9871063960904249,0.9848530121379068,0.9823398967504013,0.9798524327709127,0.9776420186958866,0.9758267824970027,0.9744094208902314,0.9732500199119686,0.9722647649470882,0.971387690683828,0.9705716599632264,0.969828289030913,0.9691641882430176,0.9685894077456061,0.9681135010988843,0.9677001542213893,0.9673588911702424,0.9670846406306755,0.9668861828873297,0.966726145462456,0.966591847715504,0.9664919280025404,0.9664149207085148,0.966369373548687,0.966336498668368,0.9663051516576168,0.9662646367599997,0.9661830799143937,0.9660636072705802,0.9659164923180781,0.9657328550541059,0.9655227723051683,0.9653025542818211,0.9651248602212285,0.9650098479266016,0.9649369195613569,0.9648624813504282,0.9647368659129449,0.9645141435929234,0.9641914552825013,0.9637866800197079,0.9633348898891708,0.9628664541210475,0.962403064669722,0.961972903772132,0.9616067806677266,0.9613415931494582,0.9611802041662878,0.961089610630838,0.9863597485628279,0.13315812850281267,0.12220974765482943,-0.00010498140788450252,-0.04161929509733262,0.043927168408796805,-0.016035019255521907,0.0904851037051032,-0.014731358603491096,0.04780330333879558,0.07928394356644329,0.15893412571676604,-0.28491439369932786,-0.9118233895959139,-0.9398188904936307,-0.9318932094176693,-0.862088257207644,0.48342412591698564,-0.8667007369068004,0.9807496925697355,0.9423838014585705,0.9875069611242417,-0.4294685794541169,0.4013348992411574,-0.21731779475592403,0.2861408288393443,0.9838780729163564,0.9899959569449942,0.5439809203121833,0.279615070324153
_3,0.036881738755552895,0.9999666414445101,0.9999920163163089,1.0,0.9999926705436655,0.9999720352807038,0.9999401787354469,0.9998992444430885,0.9998512047841349,0.9997973256524375,0.9997393294971544,0.9996779447229357,0.9996130743100259,0.9995444884485006,0.9994707411586893,0.9993888062655175,0.9992935788758,0.9991796711598745,0.9990403571788,0.9988669825366123,0.9986523875978789,0.9983968192783672,0.9981129470909574,0.9978213079530568,0.9975395433859217,0.9972709597727659,0.9969977053531519,0.9966790609677844,0.9962601416646988,0.995690139716073,0.9949256188421328,0.9939570338667255,0.9928250020037795,0.9916080321544056,0.9903760905780987,0.989140763801418,0.987854667287893,0.9864731096532079,0.9850437339607184,0.9837101425002951,0.9826897207635168,0.9822280134652289,0.982518566170051,0.9835905491960998,0.9852582281245825,0.9871611247362085,0.9888937468479927,0.9901461594810207,0.9907531499187753,0.9907135560654164,0.9900572833266161,0.9888025423236887,0.9869850477509905,0.9846958635572879,0.9821473070261485,0.9796287523438709,0.9773942437088933,0.9755623533501678,0.9741345768617127,0.9729689282483072,0.9719802739564478,0.9711013892749957,0.9702846646643516,0.9695414505368358,0.9688787749824929,0.9683066558854724,0.9678347461416632,0.9674265315554769,0.967091633018028,0.9668247145760627,0.9666345473313241,0.966483496866404,0.9663588754606491,0.9662692344036485,0.9662031437933843,0.9661691403695155,0.9661484462939032,0.9661296940817528,0.9661020903452159,0.9660333472637442,0.9659267383332198,0.9657925639990449,0.9656220590626847,0.9654254103859115,0.9652191429266225,0.9650564190048156,0.9649574552327227,0.9649014199532663,0.964844194665328,0.9647354911697432,0.9645288710143735,0.9642213176975128,0.9638309487701057,0.9633931143493298,0.9629383881827311,0.9624885510397776,0.9620720133838476,0.9617198532610897,0.9614692777974657,0.9613232093268816,0.9612482729320034,0.9863077898256148,0.1341265248354632,0.12064009946448151,0.0016253058614834688,-0.044177715102468526,0.0425890362052841,-0.016793452640859154,0.09032530395350928,-0.014902764481364371,0.04780793176494166,0.07883721168699971,0.15856390999789488,-0.28509353294779477,-0.9117029551375005,-0.939890219090793,-0.9318426558810525,-0.8620955965299397,0.48335131203843873,-0.8668065578953392,0.9806972544348025,0.9423501480910004,0.9874635436426389,-0.429019872000717,0.40064805319738045,-0.21563286266096665,0.2862388193268621,0.9838301962578119,0.9899303065701773,0.5441014388022062,0.2797513158303822
_4,0.03690556795224482,0.9999280823524416,0.9999694004033625,0.9999926705436655,1.0,0.9999933315357834,0.9999746788514988,0.9999461001432716,0.9999095114336648,0.9998662122680956,0.9998177943312553,0.9997650147357465,0.9997077783655756,0.9996457314671758,0.9995772973009438,0.9994993571454804,0.9994069044337089,0.9992946145119573,0.9991557032824006,0.9989816192424505,0.9987654163563272,0.9985078470157085,0.9982222380858263,0.9979296743041436,0.9976479455914773,0.9973799624909624,0.9971072147495597,0.9967879744964511,0.9963664636551681,0.9957912298109807,0.9950187188616257,0.9940400055545168,0.9928969023892936,0.9916689930679676,0.990426574772722,0.98918063171795,0.9878828481816032,0.9864880053193079,0.9850441705040807,0.9836960077859396,0.9826622920107516,0.9821901692510426,0.9824745734177833,0.9835451670641979,0.9852154975719544,0.987123078450587,0.9888596978229145,0.9901127979732794,0.990714755445247,0.9906635765117838,0.9899886517042502,0.9887082937712761,0.9868594548408832,0.9845356501311169,0.9819529411205808,0.9794044812961337,0.9771468052057917,0.9752988687574966,0.9738610003749599,0.9726892298048146,0.9716971685969163,0.9708164057876786,0.9699988783006426,0.9692556914695255,0.9685942747478091,0.9680246133967401,0.9675564497258232,0.9671530734309796,0.9668242092613293,0.9665642784091739,0.966382055387293,0.966239640967949,0.9661243374134861,0.9660446243890063,0.9659891003330022,0.9659662900152627,0.9659574054019311,0.9659508777103818,0.9659358322147914,0.9658795958272488,0.9657855831278693,0.965664113427404,0.9655065182856106,0.9653230691139567,0.9651304750172148,0.964982358047403,0.9648989726893323,0.9648592656044115,0.9648186436196123,0.9647262613729428,0.9645352211148264,0.9642423628556276,0.9638660177426036,0.9634417749538998,0.9630003821534772,0.9625636868416455,0.962160303278804,0.9618215437887737,0.9615848954608723,0.9614533386921189,0.9613931581751264,0.9862498896399545,0.1350615021623299,0.11907943706371077,0.003183128756530405,-0.046641475135252485,0.0412815765271276,-0.017521350209420285,0.09017769832880917,-0.01506691209010795,0.047827615200559684,0.07841779740485712,0.1582058339706724,-0.285251883426448,-0.911579424017158,-0.9399535849599896,-0.9317862758410226,-0.8620885658723638,0.48328568408031847,-0.8669019833531216,0.9806390773676922,0.9423124881762224,0.9874139737765949,-0.4286592794284174,0.4000634307430016,-0.21407696062750925,0.2864183437353811,0.9837861565527418,0.9898593444169578,0.5442856933796101,0.2799673041750029
_5,0.0369575814456297,0.9998777485654049,0.9999342209146281,0.9999720352807038,0.9999933315357834,1.0,0.9999939876544651,0.9999772723124878,0.9999517194870445,0.9999186659780568,0.9998795827436029,0.9998352494793205,0.9997855810863083,0.9997301140624635,0.9996671594968722,0.9995935184097523,0.999504277523695,0.9993941687915916,0.9992563569762347,0.9990823863926296,0.9988655046573265,0.9986069098220854,0.9983205003844143,0.9980278330072653,0.9977468153109956,0.9974799976611373,0.9972083045016135,0.9968891417032476,0.9964659762959313,0.9958867894112432,0.9951079217290274,0.9941209804910177,0.9929688139296532,0.9917319206634927,0.9904808487860159,0.9892260182404722,0.9879182832960196,0.9865119596734059,0.9850554663229542,0.9836943664476329,0.9826486090709449,0.9821667037584796,0.9824447752722888,0.9835129081505273,0.985184033723974,0.987093932850161,0.9888320561047692,0.9900836167877273,0.9906789291716992,0.9906152785796142,0.9899215702324095,0.988616176852035,0.9867371577627251,0.9843802778709275,0.981765076258664,0.9791882222599793,0.9769085591095499,0.9750453679775829,0.9735978673101888,0.9724202140527973,0.9714248391846594,0.9705422243573459,0.9697238783080318,0.9689806845831109,0.968320450854543,0.9677531262521453,0.9672885311108514,0.9668897643486988,0.9665666655600302,0.9663134418119422,0.9661388788643974,0.9660048118276581,0.9658985334978399,0.9658284693630524,0.9657832396176043,0.965771343650928,0.9657739656217934,0.9657793689556871,0.9657766109294565,0.9657326649048117,0.965651081729573,0.9655421886318934,0.9653973888074365,0.9652270091414092,0.9650479053536309,0.9649141024380089,0.9648458673606239,0.964821943278326,0.9647973278468759,0.9647206955070854,0.9645447481177164,0.9642661964645793,0.9639035523778278,0.9634925972915239,0.963064214302964,0.9626402902927327,0.9622496128841689,0.9619236882294017,0.9617002480614103,0.9615823277831463,0.961535914198294,0.9861942738400575,0.1359335960474773,0.11750723591130205,0.004549599485000416,-0.0490081600620586,0.04002110456519343,-0.018204862981657337,0.09004041459351461,-0.015234567583310394,0.04786260435801198,0.0780273243969657,0.1578597873789266,-0.28539268506506166,-0.9114582040408508,-0.9400200565828495,-0.931728065998484,-0.8620768524268452,0.4832343150021332,-0.8669927932113569,0.9805827682104891,0.9422803585581639,0.9873662896507315,-0.4284198538137129,0.3996148046387466,-0.21268346184922013,0.2866995961651954,0.9837549833276966,0.9897901703167716,0.5445515559746366,0.2802826295578895
_6,0.03704114875734012,0.999817878489279,0.9998886363893468,0.9999401787354469,0.9999746788514988,0.9999939876544651,1.0,0.999994621413609,0.9999796683480758,0.9999565199874698,0.9999265372269087,0.9998905162710678,0.9998483940183945,0.9997996159766247,0.999742403510916,0.9996734921868715,0.9995880552473754,0.9994808723535132,0.9993450676406646,0.9991722749412975,0.9989559084128674,0.9986975368440627,0.9984115238178495,0.9981198037461899,0.9978403648879303,0.997575443521601,0.997305511776823,0.9969872864276272,0.9965636528659071,0.9959821272949988,0.9951989617742383,0.9942061863101286,0.9930474817812355,0.9918040622050622,0.9905466290364868,0.9892850888285216,0.9879695928154003,0.9865540665690625,0.9850871913567711,0.9837152295562588,0.9826590353122354,0.9821681894241776,0.9824397617102784,0.9835041683254927,0.9851738469200317,0.9870831846317675,0.9888197699503124,0.9900670773604094,0.9906537890866431,0.9905766143576662,0.9898640077329822,0.9885343514930165,0.9866266507590506,0.9842386771351204,0.9815931199455027,0.9789898362468158,0.9766897533018349,0.9748124070878679,0.9733559736731228,0.9721728700317656,0.9711744384132811,0.9702901458612895,0.9694711036337837,0.9687279966013596,0.9680689886967377,0.9675039858610455,0.9670428746688202,0.9666485688381267,0.966331043105175,0.9660843194128607,0.9659172012150533,0.9657912577563065,0.9656937758356015,0.9656331482086435,0.9655980115309899,0.9655968135211362,0.9656107005095748,0.96562780398625,0.965637129923658,0.9656053334616439,0.9655361006156592,0.9654397485502452,0.9653077237630657,0.9651503755853503,0.9649846596698054,0.9648649341785114,0.9648114456761999,0.964802756153634,0.9647935352472309,0.9647320704313989,0.9645707371797282,0.964306130910308,0.9639569049319384,0.9635589763543358,0.9631433174261719,0.9627318201986664,0.9623534089358116,0.9620397338605146,0.9618287288036893,0.9617234786407743,0.9616897244241489,0.9861504261236687,0.13670686301665683,0.11590192636195797,0.005701685687415533,-0.05126656843249749,0.03881363943964173,-0.018845641760885774,0.0899126969686785,-0.015408765349541038,0.04790023263391632,0.07766591772387713,0.15752244433731952,-0.28553041516615324,-0.9113468301747977,-0.9400985145066308,-0.9316771536180858,-0.8620696765588025,0.4832032423142852,-0.8670865950366674,0.980538534249013,0.9422637316363194,0.9873297613772515,-0.4283397724513973,0.39934240094235224,-0.21149953128179272,0.2871065569773997,0.9837470099924744,0.9897308118406888,0.5449225632409925,0.280720551585747
_7,0.03716690848095694,0.9997508103203081,0.9998348833930473,0.9998992444430885,0.9999461001432716,0.9999772723124878,0.999994621413609,1.0,0.9999951795591602,0.9999815788136556,0.9999604596906421,0.9999326315110549,0.9998980692763688,0.9998561515430411,0.9998050346553276,0.9997414063763504,0.9996605187208243,0.9995571896416079,0.9994245116644812,0.9992542016635678,0.999039809288339,0.9987831833417555,0.9984990217032478,0.9982095227694183,0.9979327139093959,0.9976705765756301,0.9974032663673711,0.997087022267521,0.9966643525529545,0.9960824343695186,0.9952974518678422,0.9943017268452574,0.9931395273744326,0.9918925438708234,0.9906315175222371,0.9893659038753584,0.9880453029822107,0.9866233400771446,0.9851488554599498,0.9837685711789671,0.9827039277821784,0.9822052316923566,0.9824702055533631,0.9835294880031945,0.9851951642642103,0.9871006300843471,0.9888321810119318,0.9900721312510925,0.9906480375816156,0.9905562122816708,0.9898247059577228,0.9884718501515336,0.9865374059866783,0.9841208599518013,0.9814476500512976,0.9788204228673439,0.9765019225627672,0.9746118658067511,0.9731474581679659,0.9719595460930357,0.9709584931639774,0.9700728594819973,0.969253391496448,0.9685105959351373,0.9678529668130085,0.9672903650564152,0.9668327320104477,0.966442815023793,0.9661307343491627,0.9658903553907986,0.9657305041455981,0.9656125012084364,0.96552363020386,0.9654722634689954,0.9654470494346296,0.9654563569010299,0.9654812911694904,0.9655098852436774,0.9655311115257325,0.9655113520496202,0.9654544232355485,0.9653706102946011,0.9652513746509865,0.9651070477416284,0.9649546343958113,0.9648487417603966,0.9648095583996598,0.9648154958962938,0.9648209838845365,0.964774029029782,0.9646267706059477,0.9643757090900487,0.9640395975892866,0.9636544187958697,0.9632511761833507,0.9628517296203972,0.9624850968076967,0.9621830178716442,0.9619835735855825,0.9618898923840118,0.961867528835868,0.9861283270953339,0.13734120671257238,0.11424887013976309,0.006612365419786145,-0.053407633341512856,0.037662921781194465,-0.019438680150781734,0.08980741442668734,-0.015587280564143692,0.047930817367599104,0.07733823176162846,0.15720887357821023,-0.28566645241711525,-0.9112542802261682,-0.940189113651333,-0.9316429945454137,-0.8620705109099356,0.48319134880002407,-0.8671939428676094,0.9805169066063691,0.942271565797275,0.9873140716316388,-0.42845327899580027,0.3992824212315266,-0.2105732545716597,0.28765797972607077,0.9837727178188939,0.9896900705651361,0.5454209169789872,0.28129901076768143
_8,0.037339784455415644,0.9996786430321625,0.9997749948276546,0.9998512047841349,0.9999095114336648,0.9999517194870445,0.9999796683480758,0.9999951795591602,1.0,0.9999955761694298,0.999983078031733,0.9999633278363581,0.9999363548332325,0.9999015002849188,0.9998568832807426,0.9997991635602835,0.9997236631475727,0.9996252257177188,0.9994969203051216,0.9993305442682224,0.9991197466620527,0.9988665560850266,0.9985858578604526,0.9982999879414607,0.9980269680996224,0.9977685919646947,0.9975048487118706,0.9971917331375645,0.9967715995166972,0.9961914272473332,0.9954073573655395,0.9944118612176167,0.9932495244958405,0.9920022488103101,0.9907406894945825,0.9894739181507931,0.9881511514712947,0.9867258198379072,0.9852468162857012,0.9838610514261176,0.9827902017959719,0.982284919534458,0.9825432590274431,0.9835959581032221,0.9852548973972347,0.9871529205830555,0.9888756610780969,0.9901049074222528,0.9906676517469255,0.9905600149843455,0.9898096997576641,0.9884349210922763,0.9864759939066681,0.9840337982171353,0.9813360719057335,0.9786878023084071,0.9763532462041247,0.9744522138620254,0.9729810202819925,0.9717891267669186,0.9707860530187258,0.9698995573013802,0.9690800632887994,0.968337920175853,0.9676819243332244,0.9671218921607512,0.9666678116373636,0.9662822882215145,0.9659755940871475,0.9657414615626523,0.9655887422506418,0.9654785398416328,0.9653981371022815,0.9653558876187348,0.9653404524090593,0.9653600934093729,0.965395879962452,0.9654357716505365,0.9654687258563802,0.9654609009739862,0.9654162457396649,0.9653449860030734,0.9652385681730404,0.9651072581512322,0.9649680576853148,0.9648757333373971,0.964850373726225,0.964870276705654,0.9648897217671167,0.9648565477176386,0.9647227605856377,0.964484790707954,0.9641614489910293,0.9637887049354926,0.9633975291729202,0.9630097098790278,0.9626543107084773,0.9623631080596798,0.962174261771322,0.9620909382833228,0.9620785674348583,0.9861352021115141,0.13780742557865328,0.11253962337636973,0.0072689705257022955,-0.0554145605554759,0.036557446339848844,-0.019983294353113388,0.08972483387977959,-0.01578140147919401,0.047941167628441264,0.07704115535871657,0.15693038832427894,-0.285796882467507,-0.9111846381821241,-0.9402907142906739,-0.9316330375834934,-0.8620850416424851,0.48320330631129116,-0.8673213804667438,0.9805248969413697,0.9423145602929822,0.9873262248718873,-0.4287834695245597,0.39945976609253686,-0.20993478860811124,0.2883651877601395,0.9838391590953001,0.9896740222207725,0.5460618931578518,0.282028761069039
_9,0.03755868560211841,0.9996025760867044,0.9997102041169372,0.9997973256524375,0.9998662122680956,0.9999186659780568,0.9999565199874698,0.9999815788136556,0.9999955761694298,1.0,0.9999959219002442,0.9999841758315713,0.9999648629124112,0.9999373152610064,0.9998996463922671,0.9998485097783052,0.999779287533672,0.9996868343570816,0.9995642085195895,0.9994032835239558,0.9991977714392587,0.9989497817131336,0.9986742394910659,0.998393488423978,0.9981254928474483,0.9978719199172694,0.997612748563862,0.9973039712208974,0.9968880229506458,0.9963118247849813,0.9955314990801395,0.9945395238722079,0.9933805275036932,0.9921363465065954,0.9908774127531558,0.9896124746492587,0.988290535001423,0.9868649429758294,0.9853845304259531,0.9839961260394869,0.9829212763577946,0.982410583288784,0.9826620991696882,0.9837065321840827,0.9853557115141555,0.9872423761904005,0.9889521410312969,0.9901669318663384,0.9907137650683738,0.990588770411833,0.9898193556768861,0.9884235560392529,0.9864420397961824,0.9839767688360255,0.9812573569627813,0.9785907034226992,0.9762422763220039,0.9743318744316668,0.9728549887002511,0.9716598510947991,0.9706552614301803,0.969768292832101,0.9689490886087818,0.9682078740316079,0.9675537162931059,0.9669963854094359,0.9665459033253357,0.9661647452707065,0.9658633580714651,0.9656353714863254,0.9654896685620842,0.9653871518979205,0.9653151041694493,0.965281880332929,0.9652761508102051,0.9653060294007054,0.9653525485711089,0.9654036374681279,0.9654482552704946,0.9654523805044332,0.9654201008530109,0.9653615557194529,0.9652681420940478,0.9651500105979108,0.9650241016476595,0.9649452473178829,0.9649333871389209,0.9649667397623403,0.9649995338352974,0.9649795610032738,0.9648587964758156,0.9646336252888956,0.964322867677729,0.9639623985867982,0.9635830901723977,0.9632066130118079,0.9628620290090774,0.9625810902995572,0.9624019719147958,0.9623278698001393,0.9623241544000016,0.9861714960212768,0.1381211899038696,0.11075500069920284,0.007662278936965861,-0.057291594025860065,0.03550753626780864,-0.020498380649255805,0.08965221715690287,-0.015999002628030223,0.04794402075903178,0.07677483615462712,0.15667108913862332,-0.2859162644530449,-0.9111448813456325,-0.9404173417309319,-0.9316402113718831,-0.8621221105761615,0.48323020078696727,-0.8674676993536208,0.9805635345640799,0.9423922256143187,0.9873667977886855,-0.42934142929286234,0.39988265493119285,-0.2095800077328014,0.28925092803942004,0.9839492666394598,0.9896830355256905,0.546857477887862,0.282932778796253
